ID,主要编码,疾病名称,std-cut
I10V57200,V57.200,轻型货车或篷车车辆外人员损伤，与固定或静止物体碰撞，非交通事故,"['轻型', '货车', '或', '篷车', '车辆', '外', '人员', '损伤', '固定', '静止', '物体', '碰撞', '非', '交通事故']"
I10V57300,V57.300,轻型货车或篷车乘员损伤，与固定或静止物体碰撞，非交通事故,"['轻型', '货车', '或', '篷车', '乘员', '损伤', '固定', '静止', '物体', '碰撞', '非', '交通事故']"
I10V57700,V57.700,轻型货车或篷车车车辆外人员损伤，与固定或静止物体碰撞，交通事故,"['轻型', '货车', '或', '篷车', '车', '车辆', '外', '人员', '损伤', '固定', '静止', '物体', '碰撞', '交通事故']"
I10V57900,V57.900,轻型货车或篷车乘员损伤，与固定或静止物体碰撞，交通事故,"['轻型', '货车', '或', '篷车', '乘员', '损伤', '固定', '静止', '物体', '碰撞', '交通事故']"
I10V58200,V58.200,轻型货车或篷车车辆外人员损伤，非碰撞性运输事故，非交通事故,"['轻型', '货车', '或', '篷车', '车辆', '外', '人员', '损伤', '非', '碰撞', '运输', '事故', '交通事故']"
I10V58300,V58.300,轻型货车或篷车乘员损伤，非碰撞性运输事故，非交通事故,"['轻型', '货车', '或', '篷车', '乘员', '损伤', '非', '碰撞', '运输', '事故', '交通事故']"
I10V58700,V58.700,轻型货车或篷车车辆外人员损伤，非碰撞性运输事，故交通事故,"['轻型', '货车', '或', '篷车', '车辆', '外', '人员', '损伤', '非', '碰撞', '运输', '事', '故', '交通事故']"
I10V58900,V58.900,轻型货车或篷车乘员损伤，非碰撞性运输事故，交通事故,"['轻型', '货车', '或', '篷车', '乘员', '损伤', '非', '碰撞', '运输', '事故', '交通事故']"
I10V59300,V59.300,轻型货车或篷车乘员损伤，非交通事故,"['轻型', '货车', '或', '篷车', '乘员', '损伤', '非', '交通事故']"
I10V59900,V59.900,轻型货车或篷车乘员损伤，运输事故,"['轻型', '货车', '或', '篷车', '乘员', '损伤', '运输', '事故']"
I10V60200,V60.200,重型运输车车辆外人员损伤，与行人或牲畜碰撞，非交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '行人', '或', '牲畜', '碰撞', '非', '交通事故']"
I10V60300,V60.300,在重型运输车乘员损伤，与行人或牲畜碰撞，非交通事故,"['在', '重型', '运输车', '乘员', '损伤', '行人', '或', '牲畜', '碰撞', '非', '交通事故']"
I10V60700,V60.700,重型运输车车辆外人员损伤，与行人或牲畜碰撞，交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '行人', '或', '牲畜', '碰撞', '交通事故']"
I10V60900,V60.900,重型运输车乘员损伤，与行人或牲畜碰撞，交通事故,"['重型', '运输车', '乘员', '损伤', '行人', '或', '牲畜', '碰撞', '交通事故']"
I10V61200,V61.200,重型运输车车辆外人员损伤，与脚踏车碰撞，非交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '脚踏车', '碰撞', '非', '交通事故']"
I10V61300,V61.300,重型运输车乘员损伤，与脚踏车碰撞，非交通事故,"['重型', '运输车', '乘员', '损伤', '脚踏车', '碰撞', '非', '交通事故']"
I10V61700,V61.700,车辆外人员损伤，重型运输车与脚踏车碰撞，交通事故,"['车辆', '外', '人员', '损伤', '重型', '运输车', '脚踏车', '碰撞', '交通事故']"
I10V61900,V61.900,重型运输车乘员损伤，与脚踏车碰撞，交通事故,"['重型', '运输车', '乘员', '损伤', '脚踏车', '碰撞', '交通事故']"
I10V62200,V62.200,重型运输车车辆外人员损伤，与两轮或三轮机动车碰撞，非交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '两轮', '或', '三轮', '机动车', '碰撞', '非', '交通事故']"
I10V62300,V62.300,重型运输车乘员损伤，与两轮或三轮机动车碰撞，非交通事故,"['重型', '运输车', '乘员', '损伤', '两轮', '或', '三轮', '机动车', '碰撞', '非', '交通事故']"
I10V62700,V62.700,重型运输车车辆外人员损伤，与两轮或三轮机动车碰撞，交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '两轮', '或', '三轮', '机动车', '碰撞', '交通事故']"
I10V62900,V62.900,重型运输车乘员损伤，与两轮或三轮机动车碰撞，交通事故,"['重型', '运输车', '乘员', '损伤', '两轮', '或', '三轮', '机动车', '碰撞', '交通事故']"
I10V63200,V63.200,重型运输车车辆外人员损伤，与小汽车、轻型货车或篷车碰撞，非交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '小汽车', '轻型', '货车', '或', '篷车', '碰撞', '非', '交通事故']"
I10V63300,V63.300,重型运输车乘员损伤，与小汽车、轻型货车或篷车碰撞,"['重型', '运输车', '乘员', '损伤', '小汽车', '轻型', '货车', '或', '篷车', '碰撞']"
I10V63700,V63.700,重型运输车车辆外人员损伤，与小汽车、轻型货车或篷车碰撞，交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '小汽车', '轻型', '货车', '或', '篷车', '碰撞', '交通事故']"
I10V63900,V63.900,重型运输车乘员损伤，与小汽车、轻型货车或篷车碰撞，交通事故,"['重型', '运输车', '乘员', '损伤', '小汽车', '轻型', '货车', '或', '篷车', '碰撞', '交通事故']"
I10V64200,V64.200,重型运输车车辆外人员损伤，与重型运输车或公共汽车碰撞，非交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '或', '公共汽车', '碰撞', '非', '交通事故']"
I10V64300,V64.300,重型运输车乘员损伤，与重型运输车或公共汽车碰撞，非交通事故,"['重型', '运输车', '乘员', '损伤', '或', '公共汽车', '碰撞', '非', '交通事故']"
I10V64700,V64.700,重型运输车车辆外人员损伤，与重型运输车或公共汽车碰撞，交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '或', '公共汽车', '碰撞', '交通事故']"
I10V64900,V64.900,重型运输车乘员损伤，与重型运输车或公共汽车碰撞，交通事故,"['重型', '运输车', '乘员', '损伤', '或', '公共汽车', '碰撞', '交通事故']"
I10V65200,V65.200,重型运输车车辆外人员损伤，与火车或铁路车辆碰撞，非交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '火车', '或', '铁路车辆', '碰撞', '非', '交通事故']"
I10V65300,V65.300,重型运输车乘员损伤，与火车或铁路车辆碰撞，非交通事故,"['重型', '运输车', '乘员', '损伤', '火车', '或', '铁路车辆', '碰撞', '非', '交通事故']"
I10V65700,V65.700,重型运输车车辆外人员损伤，与火车或铁路车辆碰撞，交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '火车', '或', '铁路车辆', '碰撞', '交通事故']"
I10V65900,V65.900,重型运输车乘员损伤，与火车或铁路车辆碰撞，交通事故,"['重型', '运输车', '乘员', '损伤', '火车', '或', '铁路车辆', '碰撞', '交通事故']"
I10V66200,V66.200,重型运输车车辆外人员损伤，重型运输车与特指非机动车辆碰撞，非交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '特指', '非机动车', '辆', '碰撞', '非', '交通事故']"
I10V66300,V66.300,重型运输车乘员损伤，重型运输车与特指非机动车辆碰撞，非交通事故,"['重型', '运输车', '乘员', '损伤', '特指', '非机动车', '辆', '碰撞', '非', '交通事故']"
I10V66700,V66.700,重型运输车车辆外人员损伤，重型运输车与特指非机动车辆碰撞，交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '特指', '非机动车', '辆', '碰撞', '交通事故']"
I10V66900,V66.900,重型运输车乘员损伤，重型运输车与特指非机动车辆碰撞，交通事故,"['重型', '运输车', '乘员', '损伤', '特指', '非机动车', '辆', '碰撞', '交通事故']"
I10V67200,V67.200,重型运输车车辆外人员损伤，重型运输车与固定或静止物体碰撞，非交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '固定', '或', '静止', '物体', '碰撞', '非', '交通事故']"
I10V67300,V67.300,重型运输车乘员损伤，重型运输车与固定或静止物体碰撞，非交通事故,"['重型', '运输车', '乘员', '损伤', '固定', '或', '静止', '物体', '碰撞', '非', '交通事故']"
I10V67700,V67.700,重型运输车车辆外人员损伤，重型运输车与固定或静止物体碰撞，交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '固定', '或', '静止', '物体', '碰撞', '交通事故']"
I10V67900,V67.900,重型运输车乘员损伤，重型运输车与固定或静止物体碰撞，交通事故,"['重型', '运输车', '乘员', '损伤', '固定', '或', '静止', '物体', '碰撞', '交通事故']"
I10V68200,V68.200,重型运输车车辆外人员损伤，重型运输车在非碰撞性运输事故，非交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '在', '非', '碰撞', '运输', '事故', '交通事故']"
I10V68300,V68.300,重型运输车乘员损伤，重型运输车在非碰撞性运输事故，非交通事故,"['重型', '运输车', '乘员', '损伤', '在', '非', '碰撞', '运输', '事故', '交通事故']"
I10V68700,V68.700,重型运输车车辆外人员损伤，重型运输车在非碰撞性运输事故，交通事故,"['重型', '运输车', '车辆', '外', '人员', '损伤', '在', '非', '碰撞', '运输', '事故', '交通事故']"
I10V68900,V68.900,重型运输车乘员损伤，重型运输车在非碰撞性运输事故，交通事故,"['重型', '运输车', '乘员', '损伤', '在', '非', '碰撞', '运输', '事故', '交通事故']"
I10V69300,V69.300,重型运输车乘员损伤，非交通事故,"['重型', '运输车', '乘员', '损伤', '非', '交通事故']"
I10V69900,V69.900,重型运输车乘员损伤，交通事故,"['重型', '运输车', '乘员', '损伤', '交通事故']"
I10V70200,V70.200,公共汽车车辆外人员损伤，与行人或牲畜碰撞，非交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '行人', '或', '牲畜', '碰撞', '非', '交通事故']"
I10V70300,V70.300,公共汽车乘员损伤，与行人或牲畜碰撞，非交通事故,"['公共汽车', '乘员', '损伤', '行人', '或', '牲畜', '碰撞', '非', '交通事故']"
I10V70700,V70.700,公共汽车车辆外人员损伤，与行人或牲畜碰撞，交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '行人', '或', '牲畜', '碰撞', '交通事故']"
I10V70900,V70.900,公共汽车乘员损伤，与行人或牲畜碰撞，交通事故,"['公共汽车', '乘员', '损伤', '行人', '或', '牲畜', '碰撞', '交通事故']"
I10V71200,V71.200,公共汽车车辆外人员损伤，与脚踏车碰撞，非交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '脚踏车', '碰撞', '非', '交通事故']"
I10V71300,V71.300,公共汽车乘员损伤，与脚踏车碰撞，非交通事故,"['公共汽车', '乘员', '损伤', '脚踏车', '碰撞', '非', '交通事故']"
I10V71700,V71.700,公共汽车车辆外人员损伤，与脚踏车碰撞，交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '脚踏车', '碰撞', '交通事故']"
I10V71900,V71.900,公共汽车乘员损伤，与脚踏车碰撞,"['公共汽车', '乘员', '损伤', '脚踏车', '碰撞']"
I10V72200,V72.200,公共汽车车辆外人员损伤，与两轮或三轮机动车碰撞,"['公共汽车', '车辆', '外', '人员', '损伤', '两轮', '或', '三轮', '机动车', '碰撞']"
I10V72300,V72.300,公共汽车乘员损伤，与两轮或三轮机动车碰撞，非交通事故,"['公共汽车', '乘员', '损伤', '两轮', '或', '三轮', '机动车', '碰撞', '非', '交通事故']"
I10V72700,V72.700,公共汽车车辆外人员损伤，与两轮或三轮机动车碰撞，交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '两轮', '或', '三轮', '机动车', '碰撞', '交通事故']"
I10V72900,V72.900,公共汽车乘员损伤，与两轮或三轮机动车碰撞，交通事故,"['公共汽车', '乘员', '损伤', '两轮', '或', '三轮', '机动车', '碰撞', '交通事故']"
I10V73200,V73.200,公共汽车车辆外人员损伤，与小汽车、轻型货车或篷车碰撞，非交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '小汽车', '轻型', '货车', '或', '篷车', '碰撞', '非', '交通事故']"
I10V73300,V73.300,公共汽车乘员损伤，与小汽车、轻型货车或篷车碰撞，非交通事故,"['公共汽车', '乘员', '损伤', '小汽车', '轻型', '货车', '或', '篷车', '碰撞', '非', '交通事故']"
I10V73700,V73.700,公共汽车车辆外人员损伤，与小汽车、轻型货车或篷车碰撞，交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '小汽车', '轻型', '货车', '或', '篷车', '碰撞', '交通事故']"
I10V73900,V73.900,公共汽车乘员损伤，与小汽车、轻型货车或篷车碰撞交通事故，交通事故,"['公共汽车', '乘员', '损伤', '小汽车', '轻型', '货车', '或', '篷车', '碰撞', '交通事故']"
I10V74200,V74.200,公共汽车车辆外人员损伤，与重型运输车或公共汽车碰撞，非交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '重型', '运输车', '或', '碰撞', '非', '交通事故']"
I10V74300,V74.300,公共汽车乘员损伤，与重型运输车或公共汽车碰撞，非交通事故,"['公共汽车', '乘员', '损伤', '重型', '运输车', '或', '碰撞', '非', '交通事故']"
I10V74700,V74.700,公共汽车车辆外人员损伤，与重型运输车或公共汽车碰撞，交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '重型', '运输车', '或', '碰撞', '交通事故']"
I10V74900,V74.900,公共汽车乘员损伤，与重型运输车或公共汽车碰撞，交通事故,"['公共汽车', '乘员', '损伤', '重型', '运输车', '或', '碰撞', '交通事故']"
I10V75200,V75.200,公共汽车车辆外人员损伤，与火车或铁路车辆碰撞，非交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '火车', '或', '铁路车辆', '碰撞', '非', '交通事故']"
I10V75300,V75.300,公共汽车乘员损伤，与火车或铁路车辆碰撞，非交通事故,"['公共汽车', '乘员', '损伤', '火车', '或', '铁路车辆', '碰撞', '非', '交通事故']"
I10V75700,V75.700,公共汽车车辆外人员中损伤，与火车或铁路车辆碰撞，交通事故,"['公共汽车', '车辆', '外', '人员', '中', '损伤', '火车', '或', '铁路车辆', '碰撞', '交通事故']"
I10V75900,V75.900,公共汽车乘员损伤，与火车或铁路车辆碰撞，交通事故,"['公共汽车', '乘员', '损伤', '火车', '或', '铁路车辆', '碰撞', '交通事故']"
I10V76200,V76.200,公共汽车车辆外人员损伤，公共汽车与特指非机动车辆碰撞，非交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '特指', '非机动车', '辆', '碰撞', '非', '交通事故']"
I10V76300,V76.300,公共汽车乘员损伤，与特指非机动车辆碰撞，非交通事故,"['公共汽车', '乘员', '损伤', '特指', '非机动车', '辆', '碰撞', '非', '交通事故']"
I10V76700,V76.700,公共汽车车辆外人员损伤，与特指非机动车辆碰撞，交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '特指', '非机动车', '辆', '碰撞', '交通事故']"
I10V76900,V76.900,公共汽车乘员损伤，与特指非机动车辆碰撞，交通事故,"['公共汽车', '乘员', '损伤', '特指', '非机动车', '辆', '碰撞', '交通事故']"
I10V77200,V77.200,公共汽车车辆外人员损伤，与固定或静止物体碰撞，非交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '固定', '或', '静止', '物体', '碰撞', '非', '交通事故']"
I10V77300,V77.300,公共汽车乘员损伤，与固定或静止物体碰撞，非交通事故,"['公共汽车', '乘员', '损伤', '固定', '或', '静止', '物体', '碰撞', '非', '交通事故']"
I10V77700,V77.700,公共汽车车辆外人员损伤，与固定或静止物体碰撞，交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '固定', '或', '静止', '物体', '碰撞', '交通事故']"
I10V77900,V77.900,公共汽车乘员损伤，与固定或静止物体碰撞，交通事故,"['公共汽车', '乘员', '损伤', '固定', '或', '静止', '物体', '碰撞', '交通事故']"
I10V78200,V78.200,公共汽车车辆外人员损伤，非碰撞性运输事故，非交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '非', '碰撞', '运输', '事故', '交通事故']"
I10V78300,V78.300,公共汽车乘员损伤，与非碰撞性运输事故，非交通事故,"['公共汽车', '乘员', '损伤', '与非', '碰撞', '运输', '事故', '非', '交通事故']"
I10V78700,V78.700,公共汽车车辆外人员损伤，非碰撞性运输事故，交通事故,"['公共汽车', '车辆', '外', '人员', '损伤', '非', '碰撞', '运输', '事故', '交通事故']"
I10V78900,V78.900,公共汽车乘员损伤，非碰撞性运输事故，交通事故,"['公共汽车', '乘员', '损伤', '非', '碰撞', '运输', '事故', '交通事故']"
I10V79300,V79.300,公共汽车乘员损伤，非交通事故,"['公共汽车', '乘员', '损伤', '非', '交通事故']"
I10V79900,V79.900,公共汽车乘员损伤，交通事故,"['公共汽车', '乘员', '损伤', '交通事故']"
I10V80900,V80.900,骑手或乘员运输事故中损伤,"['骑手', '或', '乘员', '运输', '事故', '中', '损伤']"
I10V81900,V81.900,火车或铁路车辆乘员铁路事故中损伤,"['火车', '或', '铁路车辆', '乘员', '铁路', '事故', '中', '损伤']"
I10V82900,V82.900,电车乘员交通事故中损伤,"['电车', '乘员', '交通事故', '中', '损伤']"
I10V83900,V83.900,专用工业车辆上乘员非交通事故中损伤,"['专用', '工业', '车辆', '上', '乘员', '非', '交通事故', '中', '损伤']"
I10V84900,V84.900,专用农业车辆上乘员非交通事故中损伤,"['专用', '农业', '车辆', '上', '乘员', '非', '交通事故', '中', '损伤']"
I10V85900,V85.900,专用建筑车辆上乘员非交通事故中损伤,"['专用', '建筑', '车辆', '上', '乘员', '非', '交通事故', '中', '损伤']"
I10V86900,V86.900,全地带或越野机动车乘员非交通事故中损伤,"['全', '地带', '或', '越野', '机动车', '乘员', '非', '交通事故', '中', '损伤']"
I10V87900,V87.900,运输事故中人员交通事故中损伤,"['运输', '事故', '中', '人员', '交通事故', '损伤']"
I10V88900,V88.900,运输事故中人员非交通事故中损伤,"['运输', '事故', '中', '人员', '非', '交通事故', '损伤']"
I10V89900,V89.900,车辆事故中人员损伤,"['车辆', '事故', '中', '人员', '损伤']"
I10V90900,V90.900,船舶事故淹溺和沉没,"['船舶', '事故', '淹溺', '沉没']"
I10V91900,V91.900,船舶事故特指损伤,"['船舶', '事故', '特指', '损伤']"
I10V92900,V92.900,与水上运输有关非船舶事故淹溺和沉没,"['水上', '运输', '有关', '非', '船舶', '事故', '淹溺', '沉没']"
I10V93900,V93.900,非船舶事故船上事故,"['非', '船舶', '事故', '船上']"
I10V94900,V94.900,船舶水上运输事故,"['船舶', '水上', '运输', '事故']"
I10V95900,V95.900,飞行器事故乘员损伤,"['飞行器', '事故', '乘员', '损伤']"
I10V96900,V96.900,无动力飞行器事故乘员损伤,"['无', '动力', '飞行器', '事故', '乘员', '损伤']"
I10V97800,V97.800,特指空中运输事故,"['特指', '空中', '运输', '事故']"
I10V98X00,V98.X00,特指运输事故,"['特指', '运输', '事故']"
I10W00900,W00.900,在涉及冰和雪同一平面上跌倒,"['在', '涉及', '冰和雪', '同一', '平面', '上', '跌倒']"
I10W01900,W01.900,在同一平面上滑倒、绊倒,"['在', '同一', '平面', '上', '滑倒', '绊倒']"
I10W02900,W02.900,涉及溜冰、滑雪、溜旱冰或滑板时跌倒,"['涉及', '溜冰', '滑雪', '溜', '旱冰', '或', '滑板', '时', '跌倒']"
I10W03900,W03.900,被别人推倒或撞倒,"['被', '别人', '推倒', '或', '撞倒']"
I10W04900,W04.900,在被他人运送或搀扶时跌倒,"['在', '被', '他人', '运送', '或', '搀扶', '时', '跌倒']"
I10W05900,W05.900,涉及轮椅上跌落,"['涉及', '轮椅', '上', '跌落']"
I10W06900,W06.900,涉及床上跌落,"['涉及', '床上', '跌落']"
I10W07900,W07.900,涉及椅子上跌落,"['涉及', '椅子', '上', '跌落']"
I10W08900,W08.900,涉及特指家具上跌落,"['涉及', '特指', '家具', '上', '跌落']"
I10W09900,W09.900,涉及运动场设施上跌落,"['涉及', '运动场', '设施', '上', '跌落']"
I10W10900,W10.900,从楼梯或台阶上跌落,"['从', '楼梯', '或', '台阶', '上', '跌落']"
I10W11900,W11.900,在梯子上跌倒和跌落,"['在', '梯子', '上', '跌倒', '跌落']"
I10W12900,W12.900,在脚手架上跌倒和跌落,"['在', '脚手架', '上', '跌倒', '跌落']"
I10W13900,W13.900,从房屋或建筑结构上跌落或跌出，从建筑物上跌落,"['从', '房屋', '或', '建筑', '结构', '上', '跌落', '跌', '出', '建筑物']"
I10W14900,W14.900,从树上跌落,"['从', '树上', '跌落']"
I10W15900,W15.900,从悬崖上跌落,"['从', '悬崖', '上', '跌落']"
I10W16900,W16.900,潜水或跳水损伤，除外淹溺和沉没,"['潜水', '或', '跳水', '损伤', '除外', '淹溺', '沉没']"
I10W17900,W17.900,从一个平面至另一平面特指跌落,"['从', '一个', '平面', '至', '另', '1', '特指', '跌落']"
I10W18900,W18.900,在同一平面特指跌倒,"['在', '同一', '平面', '特指', '跌倒']"
I10W19900,W19.900,跌倒,['跌倒']
I10W20900,W20.900,被投掷、抛出或坠落物体击中,"['被', '投掷', '抛出', '或', '坠落', '物体', '击中']"
I10W21900,W21.900,撞在体育设施上或被体育设施击中,"['撞', '在', '体育设施', '上', '或', '被', '击中']"
I10W22900,W22.900,撞在特指物体上或被特指物体击中,"['撞', '在', '特指', '物体', '上', '或', '被', '击中']"
I10W23900,W23.900,被物体钩住、挤压、轧住或夹住,"['被', '物体', '钩住', '挤压', '轧住', '或', '夹住']"
I10W24900,W24.900,接触升降和传送装置,"['接触', '升降', '传送', '装置']"
I10W25900,W25.900,接触锋利玻璃,"['接触', '锋利', '玻璃']"
I10W26900,W26.900,接触刀、剑或匕首,"['接触', '刀', '剑', '或', '匕首']"
I10W27900,W27.900,接触无动力手工工具,"['接触', '无', '动力', '手工', '工具']"
I10W28900,W28.900,接触动力割草机,"['接触', '动力', '割草机']"
I10W29900,W29.900,接触特指动力手工工具和家用机械,"['接触', '特指', '动力', '手工', '工具', '家用', '机械']"
I10W30900,W30.900,接触农业机械,"['接触', '农业机械']"
I10W31900,W31.900,接触特指和机械,"['接触', '特指', '机械']"
I10W32900,W32.900,手枪发射,"['手枪', '发射']"
I10W33900,W33.900,步枪、猎枪和较大火器发射,"['步枪', '猎枪', '较大', '火器', '发射']"
I10W34900,W34.900,特指和火器发射,"['特指', '火器', '发射']"
I10W35900,W35.900,锅炉爆炸和破裂,"['锅炉', '爆炸', '破裂']"
I10W36900,W36.900,高压气罐爆炸和破裂,"['高压', '气罐', '爆炸', '破裂']"
I10W37900,W37.900,压缩轮胎、管子和软管爆炸和破裂,"['压缩', '轮胎', '管子', '软管', '爆炸', '破裂']"
I10W38900,W38.900,特指压缩装置的爆炸和破裂,"['特指', '压缩', '装置', '爆炸', '破裂']"
I10W39900,W39.900,烟火发射,"['烟火', '发射']"
I10W40900,W40.900,特指材料爆炸,"['特指', '材料', '爆炸']"
I10W41900,W41.900,暴露于高压喷射下,"['暴露', '于', '高压', '喷射', '下']"
I10W42900,W42.900,暴露于噪声下,"['暴露', '于', '噪声', '下']"
I10W43900,W43.900,暴露于振动下,"['暴露', '于', '振动', '下']"
I10W44900,W44.900,异物进入或穿入眼或自然腔口,"['异物', '进入', '或', '穿', '入眼', '自然', '腔口']"
I10W45900,W45.900,异物或物体经皮肤进入,"['异物', '或', '物体', '经', '皮肤', '进入']"
I10W46900,W46.900,接触皮下注射器针头,"['接触', '皮下注射', '器', '针头']"
I10W49900,W49.900,暴露于特指和无生命机械性力量下,"['暴露', '于', '特指', '无', '生命', '机械性', '力量', '下']"
I10W50900,W50.900,被别人殴打、踢、拧、咬或抓伤,"['被', '别人', '殴打', '踢', '拧', '咬', '或', '抓伤']"
I10W51900,W51.900,撞到别人或意外被别人碰撞,"['撞', '到', '别人', '或', '意外', '被', '碰撞']"
I10W52900,W52.900,被蜂涌人群挤压、推挤或踏踩,"['被', '蜂涌', '人群', '挤压', '推挤', '或', '踏', '踩']"
I10W53900,W53.900,被鼠咬伤,"['被', '鼠', '咬伤']"
I10W54900,W54.900,被狗咬伤或抓伤,"['被', '狗', '咬伤', '或', '抓伤']"
I10W55900,W55.900,被特指哺乳动物咬伤或抓伤,"['被', '特指', '哺乳动物', '咬伤', '或', '抓伤']"
I10W56900,W56.900,接触海生动物损伤,"['接触', '海生', '动物', '损伤']"
I10W57900,W57.900,被无毒昆虫和特指无毒节肢动物咬伤或螫伤,"['被', '无毒', '昆虫', '特指', '节肢动物', '咬伤', '或', '螫', '伤']"
I10W58900,W58.900,被鳄鱼或短吻鳄咬伤或抓伤,"['被', '鳄鱼', '或', '短吻鳄', '咬伤', '抓伤']"
I10W59900,W59.900,被特指爬行动物咬伤或抓伤,"['被', '特指', '爬行动物', '咬伤', '或', '抓伤']"
I10W60900,W60.900,接触植物荆棘和刺以及锐利叶片损伤,"['接触', '植物', '荆棘', '刺', '以及', '锐利', '叶片', '损伤']"
I10W64900,W64.900,暴露于特指和有生命机械力量下,"['暴露', '于', '特指', '有', '生命', '机械', '力量', '下']"
I10W65900,W65.900,在浴盆内淹溺和沉没,"['在', '浴盆', '内', '淹溺', '沉没']"
I10W66900,W66.900,落入浴盆后淹溺和沉没,"['落入', '浴盆', '后', '淹溺', '沉没']"
I10W67900,W67.900,在游泳池中淹溺和沉没,"['在', '游泳池', '中', '淹溺', '沉没']"
I10W68900,W68.900,落入游泳池中淹溺和沉没,"['落入', '游泳池', '中', '淹溺', '沉没']"
I10W69900,W69.900,在自然水域中淹溺或沉没,"['在', '自然', '水域', '中', '淹溺', '或', '沉没']"
I10W70900,W70.900,特指淹溺或沉没,"['特指', '淹溺', '或', '沉没']"
I10W74900,W74.900,沉溺或淹没,"['沉溺', '或', '淹没']"
I10W75900,W75.900,在床上意外窒息和绞窄,"['在', '床上', '意外', '窒息', '绞', '窄']"
I10W76900,W76.900,特指意外悬吊和绞窄,"['特指', '意外', '悬吊', '绞', '窄']"
I10W77900,W77.900,塌方、坠落土块和特指物质对呼吸威胁,"['塌方', '坠落', '土块', '特指', '物质', '对', '呼吸', '威胁']"
I10W78900,W78.900,吸入胃内容物,"['吸入', '胃', '内容', '物']"
I10W79900,W79.900,吸入或咽下食物呼吸道梗阻,"['吸入', '或', '咽下', '食物', '呼吸道', '梗阻']"
I10W80900,W80.900,吸入或咽下特指物体呼吸道梗阻,"['吸入', '或', '咽下', '特指', '物体', '呼吸道', '梗阻']"
I10W81900,W81.900,被封闭或陷入低氧环境,"['被', '封闭', '或', '陷入', '低氧', '环境']"
I10W83900,W83.900,特指对呼吸威胁,"['特指', '对', '呼吸', '威胁']"
I10W84900,W84.900,对呼吸威胁,"['对', '呼吸', '威胁']"
I10W85900,W85.900,暴露于输电线路下,"['暴露', '于', '输电', '线路', '下']"
I10W86900,W86.900,暴露于特指电流下,"['暴露', '于', '特指', '电流', '下']"
I10W87900,W87.900,暴露于电流下,"['暴露', '于', '电流', '下']"
I10W88900,W88.900,暴露于电离辐射下,"['暴露', '于', '电离辐射', '下']"
I10W89900,W89.900,暴露于人造可见光和紫外线下,"['暴露', '于', '人造', '可见光', '紫外线', '下']"
I10W90900,W90.900,暴露于特指非电离辐射下,"['暴露', '于', '特指', '非', '电离辐射', '下']"
I10W91900,W91.900,暴露于非特指类型辐射下,"['暴露', '于', '非', '特指', '类型', '辐射', '下']"
I10W92900,W92.900,暴露于人为原因过热环境下,"['暴露', '于', '人为', '原因', '过热', '环境', '下']"
I10W93900,W93.900,暴露于人为原因过冷环境下,"['暴露', '于', '人为', '原因', '过冷', '环境', '下']"
I10W94900,W94.900,暴露于高气压、低气压和气压改变环境下,"['暴露', '于', '高气压', '低气压', '气压', '改变', '环境', '下']"
I10W99900,W99.900,暴露于特指和人为环境因素下,"['暴露', '于', '特指', '人为', '环境因素', '下']"
I10X00900,X00.900,暴露于房屋或建筑结构内无控制性火焰下,"['暴露', '于', '房屋', '或', '建筑', '结构', '内', '无', '控制性', '火焰', '下']"
I10X01900,X01.900,暴露于房屋或建筑结构外无控制性火焰下,"['暴露', '于', '房屋', '或', '建筑', '结构', '外', '无', '控制性', '火焰', '下']"
